RowID,EntryID,Markup,Folio,Date,Left column,Main column,Pounds,Shillings,Pence
1098,V1098,tr,33r,1642-10-28,92,p[ai]d S[i]r Samuel luke for soe much lent my lord St John uppon acc[oun]t of his reg[imen]t in worster,200,0,0
1099,V1099,tr,33r,1642-10-28,64,p[ai]d the Earle of Bedford for payment of his troope of Cuirassiers uppon acc[oun]t,200,0,0
1100,V1100,tr,33r,1642-10-28,127,p[ai]d S[i]r Edward Peyto leifften[an]t g[enera]ll of the Artigliry for 1/2 a mo[nths] pay for [th]e traine of Artigliry to [th]e 29 [Octo]bre,724,14,8
1101,V1101,tr,33r,1642-10-28,14,p[ai]d the Lord Brooke for 1/2 a mo[nths] pay for his troop to begine the 29 [Octo]bre,174,13,0
1102,V1102,tr,33r,1642-10-28,30,p[ai]d Collonel Ballard uppon acc[oun]t of his reg[imen]t,250,0,0
1103,V1103,tr,33r,1642-10-28,33,p[ai]d Collonel Cholmly uppon acc[oun]t of his reg[imen]t,200,-,-
1104,V1104,tr,33r,1642-10-28,121,p[ai]d Captaine John warburton for pay of himself officers and sold[ier]s to [th]e 29 [Octo]bre,50,9,0
1105,V1105,close table,33r,1642-10-28,,,206506,1,1
1106,V1106,pb,33v,1642-10-28,,33v,,,
1107,V1107,table (single row),33v,1642-10-28,,Sommeth the paym[entes] on the other side,206506,1,1
1108,V1108,head,33v,1642-10-28,,[Octo]bre 28 1642,,,
1109,V1109,open table,33v,1642-10-28,105,p[ai]d sargeant major Bamfeild toward[es] the pay and entertainm[en]t of the officers and sold[ier]s of the g[enera]ll[es] own reg[imen]t by accompt,500,0,0
1110,V1110,tr,33v,1642-10-28,18,p[ai]d Capt[ain] Edward Aiscough for pay of his troop uppon acc[oun]t,100,-,-
1111,V1111,tr,33v,1642-10-28,44,p[ai]d Capt[ain] Henry Irton for on 1/2 mo[nths] pay of his troope uppon acc[oun]tt,174,13,-
1112,V1112,tr,33v,1642-10-28,18,p[ai]d Capt[ain] James Sheffeild for 1/2 a mo[nths] pay for his troope,174,13,-
1113,V1113,tr,33v,1642-10-28,26,p[ai]d Capt[ain] John Fleming for on week[es] pay for his troope,87,3,4
1114,V1114,tr,33v,1642-10-28,28,p[ai]d the lord Hastings for a week[es] pay for his troope,87,3,4
1115,V1115,tr,33v,1642-10-28,73,p[ai]d sergeant major w[illia]m Roberts for pay of inferior officers & 244 sold[ier]s a week,103,3,3
1116,V1116,tr,33v,1642-10-28,7,p[ai]d Robert Longe for a week[es] pay for the inferior officers and sold[ier]s of my Lord whartons reg[imen]t,215,3,4
1117,V1117,tr,33v,1642-10-28,30,p[ai]d Collonel Grantham for on week[es] pay for his leift[enan]t[es] & other inferior offic[er]s,50,8,0
1118,V1118,tr,33v,1642-10-28,105,p[ai]d sargeant major Bamfeild toward[es] the payment of my lord g[enera]l[es] reg[imen]t uppon accompt,150,0,0
1119,V1119,close table,33v,1642-10-28,111,p[ai]d my Lord Rochford for pay of 710 sold[ier]s of his regiment for a weeke,166,3,4
1120,V1120,head,33v,1642-10-29,,29 [October 1642],,,
1121,V1121,open table,33v,1642-10-29,38,p[ai]d Collonel Hollis for a week[es] pay for his reg[imen]t & inferior officers,368,2,6
1122,V1122,tr,33v,1642-10-29,9,p[ai]d my lord Gray for a week[es] pay for his troope,87,3,4
1123,V1123,tr,33v,1642-10-29,116,p[ai]d Captain Edward Frodsham captaine of Pione[er]s for raisinge of pione[er]s,25,0,0
1124,V1124,tr,33v,1642-10-29,97,p[ai]d leifftenn[an]t Fra[ncis] Botteler for 1/2 a mo[nths] pay for himself 2 corporall[es] & 12 troop[er]s of Capt[ain] vivers troop,37,16,0
1125,V1125,tr,33v,1642-10-29,26,p[ai]d Captaine George Austin toward[es] the paym[en]t of his troope,100,0,0
1126,V1126,tr,33v,1642-10-29,60,p[ai]d Capt[ain] Ambrose Tindall captain of a troop of dragon[er]s in Coll[onel] midletons reg[imen]t for 15 days to [th]e 29 [Octo]bre,35,5,0
1127,V1127,tr,33v,1642-10-29,68,p[ai]d Capt[ain] Robert Turner as above,35,5,0
1128,V1128,tr,33v,1642-10-29,67,p[ai]d Capt[ain] Nicholas Devoreux as above,35,5,0
1129,V1129,tr,33v,1642-10-29,116,p[ai]d Capt[ain] John Dungan toward[es] paym[en]t of his uppon acc[oun]t for Pioneers,20,0,0
1130,V1130,tr,33v,1642-10-29,116,p[ai]d Capt[ain] Henry Row as above,20,-,-
1131,V1131,close table,33v,1642-10-29,,,209078,8,6
1132,V1132,pb,34r,1642-10-29,,34r,,,
1133,V1133,table (single row),34r,1642-10-29,,Sommeth [th]e paym[entes] on the other side,209078,8,6
1134,V1134,head,34r,1642-10-29,,29 [Octo]bre 1642,,,
1135,V1135,open table,34r,1642-10-29,37,p[ai]d S[i]r Phillipe Stapleton capt[ain] of my lord g[enera]l[es] owne troope of Cuirassiers toward[es] paym[en]t of the gentlemen of the said troop for 7 days,280,0,0
1136,V1136,tr,34r,1642-10-29,125,p[ai]d Collonel midleton Collonel of a reg[imen]t of dragon[er]s for 15 dayes pay for officers & sold[ier]s the collonel excepted & 90 sol[dier]s belonginge to his owne troope,198,4,6
1137,V1137,tr,34r,1642-10-29,101,p[ai]d Capt[ain] Thomas lidcot toward[es] paym[en]t of his officers & troop,100,-,-
1138,V1138,tr,34r,1642-10-29,45,p[ai]d Capt[ain] Thomas Tirrell for a week[es] pay for his officers & troope,87,3,4
1139,V1139,tr,34r,1642-10-29,49,p[ai]d Captain Pudsey captaine of my lord[es] guard of harberdiers for his & ther payment upon acc[oun]tt,50,0,0
1140,V1140,tr,34r,1642-10-29,122,p[ai]d leifftenn[an]t John farmer leifft[enan]t to S[i]r James Ramseys troop uppon acc[oun]tt,50,0,0
1141,V1141,tr,34r,1642-10-29,69,p[ai]d the Earle of Peeterborrogh toward[es] the pay of his troop uppon acc[oun]tt,100,0,0
1142,V1142,close table,34r,1642-10-29,100,p[ai]d Docter Gardinter & docter odlinge for releiff of the sicke & mamed sold[ier]s in warwicke,100,-,-
1143,V1143,head,34r,1642-10-29,,No 6,,,
1144,V1144,table (single row),34r,1642-10-29,25,p[ai]d Captaine [^George Austen^] toward[es] the payment of his troop uppon acc[oun]tt,100,-,-
1145,V1145,head,34r,1642-11-01,,November 1. 1642.,,,
1146,V1146,open table,34r,1642-11-01,125,p[ai]d Collonel John midleton toward[es] paym[en]t of his troope of 80 harq[uebusiers],100,0,0
1147,V1147,close table,34r,1642-11-01,133,p[ai]d Captaine Georg Hurlocke toward[es] the payment of his compa[ny] of Foot in Col[onel] Hollis reg[imen]t,30,0,0
1148,V1148,head,34r,1642-11-02,,2 [November 1642],,,
1149,V1149,table (single row),34r,1642-11-02,42,p[ai]d m[aste]r John Boldwine provost marshall g[enera]ll of the horse for his pay pay and his officers to [th]e 29 [Octo]bre,49,0,0
1150,V1150,head,34r,1642-11-04,,4 [November 1642],,,
1151,V1151,open table,34r,1642-11-04,132,p[ai]d Anthony Falstaff for paym[en]t of wagons uppon acc[oun]tt,100,0,0
1152,V1152,tr,34r,1642-11-04,24,p[ai]d in woster by Arthur Chambres for my lord St Johns Regiment uppon acc[oun]tt to Collonel Essex,1289,12,-
1153,V1153,tr,34r,1642-11-04,,more delivered to the said Collonel Tho[mas] Essex in worster uppon acc[oun]t of the said reg[imen]t,90,0,0
1154,V1154,tr,34r,1642-11-04,40,p[ai]d to the companies of S[i]r John merrick[es] Reg[imen]t in woster by [th]e governer Essex order,750,0,0
1155,V1155,tr,34r,1642-11-04,47,p[ai]d Capt[ain] Kerle in woster for a mo[nths] pay for himself officers & troop of 56 to begin 19 [Octo]bre,335,6,0
1156,V1156,tr,34r,1642-11-04,43,p[ai]d Collonel Sand[es] In worster by Arthur Chambers for himself officers troop & wagons uppon acc[oun]tt by the governer of worsters direct[ion],535,10,0
1157,V1157,close table,34r,1642-11-04,,,213423,4,4
1158,V1158,pb,34v,1642-11-04,,34v,,,
1159,V1159,open table,34v,1642-11-04,,Sommethe [th]e paym[entes] on the other side,213423,4,4
1160,V1160,tr,34v,1642-11-04,7,p[ai]d in worster to will[ia]m vinter chaplain to Collonel Tho[mas] Essex 16.4. till [th]e 11 [Novem]bre p[ai]d 31 [Octo]bre,16,4,-
1161,V1161,close table,34v,1642-11-04,13,p[ai]d John Anthony Surgeon to Coll[onel] Sand[es] for hims & two mates to end 28 [Octo]bre. in worster,16,16,-
1162,V1162,head,34v,1642-11-08,,8 [Novem]bre 1642. In London.,,,
1163,V1163,open table,34v,1642-11-08,12,p[ai]d Collonel Browne for 1/2 a mo[nths] pay for 537 dragoone[er]s of his reg[imen]t to [th]e 29 [Octo]bre,563,17,-
1164,V1164,tr,34v,1642-11-08,69,p[ai]d Collonel wardlaw for his officers & 600 dragooners of his reg[imen]t to [th]e 29 [Octo]bre,979,19,-
1165,V1165,tr,34v,1642-11-08,11,p[ai]d Captaine Thomas Temple for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt,174,13,-
1166,V1166,tr,34v,1642-11-08,11,p[ai]d serjant major Gunter for 1/2 a mo[nths] pay for his troop & officers,174,13,-
1167,V1167,tr,34v,1642-11-08,15,p[ai]d Capt[ain] Nathaneel Fines for 1/2 a mo[nths] pay for his troop uppon accompt,174,13,-
1168,V1168,tr,34v,1642-11-08,103,p[ai]d Capt[ain] John Fines as above,174,13,-
1169,V1169,tr,34v,1642-11-08,13,p[ai]d Capt[ain] Fra[ncis] Dowett uppon acc[oun]tt his troope for 1/2 a mo[nth],174,13,-
1170,V1170,tr,34v,1642-11-08,14,p[ai]d my lord Brook[es] for pay of his Regiment by way of imprest,400,-,-
1171,V1171,tr,34v,1642-11-08,47,p[ai]d Capt[ain] Oliver Cromwell for 1/2 a mo[nths] pay of his troope of 80 harquebusiers uppon acc[oun]tt,209,13,-
1172,V1172,close table,34v,1642-11-08,69,p[ai]d Collonel wardlaw for his reg[imen]t of dragooners uppon accompt,200,0,0
1173,V1173,head,34v,1642-11-09,,9 [November 1642],,,
1174,V1174,open table,34v,1642-11-09,37,p[ai]d S[i]r Phillip Stapleton for 1/2 a mo[nths] pay for [th]e Gentlemen of my lord g[enera]ll[es] troope uppon acc[oun]tt,560,-,-
1175,V1175,tr,34v,1642-11-09,,more for on whole mo[nths] pay for the officers of the said troope,284,5,-
1176,V1176,tr,34v,1642-11-09,13,p[ai]d Collonel Hambden toward[es] the pay of his Regim[en]t uppon accompt,800,0,0
1177,V1177,tr,34v,1642-11-09,78,p[ai]d m[aste]r Nicholas Bond Commissary of the victuall[es] for some provisions specified in the warr[an]tt,44,15,-
1178,V1178,tr,34v,1642-11-09,7,p[ai]d my lord wharton for 1/2 mo[nths] pay for his troop of 80 harque[busiers],209,13,-
1179,V1179,tr,34v,1642-11-09,51,p[ai]d Capt[ain] walter long for 1/2 a mo[nths] pay for his troop,174,6,0
1180,V1180,tr,34v,1642-11-09,120,p[ai]d Capt[ain] Marmeduke Cooper uppon acc[oun]tt for his troope,150,-,-
1181,V1181,tr,34v,1642-11-09,66,p[ai]d S[i]r Arthur Hazelrig for 1/2 a mo[nths] pay for his troop,174,13,-
1182,V1182,close table,34v,1642-11-09,,exam,219080,10,4
1183,V1183,pb,35r,1642-11-09,,35r,,,
1184,V1184,table (single row),35r,1642-11-09,,Sommeth the paym[entes] on the other side,219080,10,4
1185,V1185,head,35r,1642-11-09,,9 no[vembe]r [1642],,,
1186,V1186,open table,35r,1642-11-09,4,p[ai]d John Perne who beinge listed in the Irish service & rec[eive]d 12l is now quartermaster to Capt[ain] J[ohn] urrye & receaves 18l the remainer of 30l,18,0,0
1187,V1187,tr,35r,1642-11-09,4,p[ai]d Collonell John urry for 1/2 a mo[nths] pay for his troope of 70 harquebusiers,192,8,-
1188,V1188,tr,35r,1642-11-09,41,p[ai]d Isaac Cavalier Cornet to Captaine John Hammond for paym[en]t of the troop upon accompt,60,-,-
1189,V1189,tr,35r,1642-11-09,120,p[ai]d S[i]r John norrich Collonel of a regiment of dragooners for paym[en]t of his officers and sold[ier]s uppon acc[oun]tt,400,-,-
1190,V1190,tr,35r,1642-11-09,83,p[ai]d Capt[ain] Symon Rudgly for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt,174,13,-
1191,V1191,tr,35r,1642-11-09,111,p[ai]d my lord Rochford for 14 dayes paym[en]t for the soldiers of his reg[imen]t 710 begininge the 5 present & some officers,602,14,0
1192,V1192,tr,35r,1642-11-09,105,Sergeant major Banfeild toward[es] paym[en]t of the officers and sold[ier]s of my lord G[enera]ll[es] regiment uppon acc[oun]tt,500,-,-
1193,V1193,tr,35r,1642-11-09,33,p[ai]d Collonel Cholmly for pay of the officers and sold[ier]s of his regiment by way of imprest,614,-,-
1194,V1194,tr,35r,1642-11-09,30,p[ai]d Collonell Ballard for 1/2 a mo[nths] pay for the officers and sold[ier]s of his reg[imen]t uppon acc[oun]t,636,13,4
1195,V1195,tr,35r,1642-11-09,132,p[ai]d m[aste]r Anthony Fasstaff toward[es] defraying chargis of draft horses uppon accompt,150,-,-
1196,V1196,tr,35r,1642-11-09,81,p[ai]d Captaine Thomas Bushell toward[es] the pay of the g[enera]ll[es] owne compa[ny] for 1/2 a month,100,-,-
1197,V1197,tr,35r,1642-11-09,35,p[ai]d Captaine Edward Keightly for 1/2 a mo[nths] pay for his troop uppon acc[oun]t,174,13,-
1198,V1198,tr,35r,1642-11-09,45,p[ai]d Captaine Tirrell for 1/2 a mo[nths] pay of his troope,174,13,-
1199,V1199,tr,35r,1642-11-09,118,p[ai]d leifftenn[an]t Edward Sand[er]s for 1/2 a mo[nths] pay of sargeant major Berrys troope,174,13,-
1200,V1200,tr,35r,1642-11-09,44,p[ai]d Captaine Henrye Ireton for a months pay of his troop uppon [^acc[oun]t^],349,6,-
1201,V1201,tr,35r,1642-11-09,133,p[ai]d m[aste]r w[illia]m Barton the Committe for Lancreshire for the leviinge of dragoon[er]s ther uppon accompt,500,0,0
1202,V1202,tr,35r,1642-11-09,56,p[ai]d Captaine Edward Clerke for his troop uppon acc[oun]tt,174,13,-
1203,V1203,close table,35r,1642-11-09,,,224076,16,8
1204,V1204,pb,35v,1642-11-09,,35v,,,
1205,V1205,table (single row),35v,1642-11-09,,Sommeth [th]e paym[entes] on the other side,224076,16,8
1206,V1206,head,35v,1642-11-10,,November 10th [1642],,,
1207,V1207,open table,35v,1642-11-10,48,p[ai]d the Lord willoughby of parrham for himself officers & troop uppon accompt,230,8,-
1208,V1208,tr,35v,1642-11-10,,p[ai]d w[illia]m de morgey surgeon of that reg[imen]t,25,4,-
1209,V1209,tr,35v,1642-11-10,69,p[ai]d the Earle of Peeterborrough for payment of his officers of his troop & reg[imen]t as by the warr[an]t,550,13,-
1210,V1210,tr,35v,1642-11-10,40,p[ai]d sergeant major g[enera]ll Mericke for his owne severall payes & other officers,151,4,-
1211,V1211,tr,35v,1642-11-10,121,p[ai]d sergeant major Carey toward[es] paym[en]t of his troop by way of imprest,250,-,-
1212,V1212,tr,35v,1642-11-10,121,p[ai]d Captaine John warberton for 1/2 a mo[nths] pay for his officers & 30 soldiers in my Lord Robert[es] reg[imen]t,35,0,0
1213,V1213,tr,35v,1642-11-10,25,p[ai]d Captain Adrian Scroop for 1/2 a mo[nths] paye for his troope uppon accompt,174,13,-
1214,V1214,tr,35v,1642-11-10,33,p[ai]d Captaine w[illia]m Balfour the like,174,13,-
1215,V1215,tr,35v,1642-11-10,115,p[ai]d Captaine John Bromhall for entertainm[en]t of his officers & sold[ier]s in the Reg[imen]t of Collonel Hampden,123,10,-
1216,V1216,tr,35v,1642-11-10,122,p[ai]d S[i]r James Ramsey for his trope uppon accompt,174,13,-
1217,V1217,tr,35v,1642-11-10,26,p[ai]d Captaine John Fleming for on whole month for his troop,349,6,-
1218,V1218,tr,35v,1642-11-10,33,p[ai]d S[i]r w[illia]m Balfour for on mo[nths] pay of his troope of Cuirassiers ending 3 present,392,-,-
1219,V1219,tr,35v,1642-11-10,75,p[ai]d S[i]r John Meldrome for wagons allowed him as Collonell,32,11,-
1220,V1220,tr,35v,1642-11-10,114,p[ai]d Anthony Allen scoutmaster g[enera]ll for paymaster of himself & 20 menn to [th]e 10th november,276,-,-
1221,V1221,tr,35v,1642-11-10,122,p[ai]d Captaine Samuell Bosa for entertainm[en]t of himself & his officers being reformados who attended [th]e G[enera]ll[es] person in [th]e Army,96,-,-
1222,V1222,tr,35v,1642-11-10,61,p[ai]d S[i]r Sigismond Alexander for 2 1/2 months pay for his troop in 2 severall warr[an]t[es],349,6,-
1223,V1223,tr,35v,1642-11-10,21,p[ai]d Captain w[illia]m Anselm leifften[an]t of my lord of Bedford Troop of Cuirassiers uppon acc[oun]t,200,0,0
1224,V1224,tr,35v,1642-11-10,46,p[ai]d S[i]r w[illia]m Cunstable for paym[en]t of his Regiment uppon accompt,300,0,0
1225,V1225,tr,35v,1642-11-10,49,p[ai]d my lord Robert[es] for his regiment uppon acc[oun]tt,300,,
1226,V1226,close table,35v,1642-11-10,,examend,228261,17,8
1227,V1227,pb,36r,1642-11-10,,36r,,,
1228,V1228,table (single row),36r,1642-11-10,,Sommeth [th]e paym[entes] on the other side,228261,17,8
1229,V1229,head,36r,1642-11-11,,November 11 [1642],,,
1230,V1230,open table,36r,1642-11-11,177,p[ai]d m[aste]r w[illia]m Ponier marchant for a brige planck[es] & other necessaries to [th]e same,60,0,0
1231,V1231,tr,36r,1642-11-11,30,p[ai]d Collonel Ballard for 674 sold[ier]s of his regiment presented in Tuttle feild[es] for guift monie at 2s 6d a peece,84,5,0
1232,V1232,tr,36r,1642-11-11,105,p[ai]d Sergeant major Bamfield for 700 men of my Lord G[enera]ll[es] regiment,87,10,0
1233,V1233,tr,36r,1642-11-11,51,p[ai]d Captaine walter longe for 1/2 a mo[nths] pay for his troop uppon acc[oun]tt,174,13,0
1234,V1234,tr,36r,1642-11-11,28,p[ai]d the lord Hastings the like,174,13,-
1235,V1235,tr,36r,1642-11-11,63,p[ai]d Captaine Thomas Hamond the like,174,13,0
1236,V1236,tr,36r,1642-11-11,44,p[ai]d Captaine Richard Green[^vill^] the like,174,13,0
1237,V1237,tr,36r,1642-11-11,9,p[ai]d the Lord Grey the like for his troop,174,13,0
1238,V1238,tr,36r,1642-11-11,15,p[ai]d Collonel Arthur Goodwine the like,174,13,0
1239,V1239,tr,36r,1642-11-11,103,p[ai]d Captaine John Fines the like,174,13,-
1240,V1240,tr,36r,1642-11-11,43,p[ai]d Captaine Francis Tomson the like,174,13,0
1241,V1241,tr,36r,1642-11-11,101,p[ai]d Captaine Thomas lidcott the like,174,13,0
1242,V1242,tr,36r,1642-11-11,18,p[ai]d Captaine Edward Ascough the other 100l was p[ai]d [th]e 28 [Octo]bre,74,13,0
1243,V1243,tr,36r,1642-11-11,,more p[ai]d him for furnishing his troop w[i]th 20 great saddles bitt[es] & other furniture,50,0,0
1244,V1244,tr,36r,1642-11-11,19,p[ai]d Captaine Burghill for 1/2 mo[nths] pay,174,13,-
1245,V1245,tr,36r,1642-11-11,37,p[ai]d Captaine John neal the like,174,13,-
1246,V1246,tr,36r,1642-11-11,17,p[ai]d Sergeant major pretty the like,174,13,0
1247,V1247,tr,36r,1642-11-11,25.4.0,more for his pay as Sergeant major,29,4,0
1248,V1248,tr,36r,1642-11-11,16,p[ai]d Captaine Arthur Evelin for his troop,174,13,0
1249,V1249,tr,36r,1642-11-11,34,p[ai]d Captaine Anthony mildmay the like,174,13,0
1250,V1250,tr,36r,1642-11-11,26,p[ai]d Captaine Georg Austine the like,174,13,-
1251,V1251,tr,36r,1642-11-11,27,p[ai]d Captaine John Halle the like,174,13,-
1252,V1252,tr,36r,1642-11-11,78,p[ai]d m[aste]r nicholas Bond Commissarie of the victuall[es] for provisions bought & paym[en]t of officers as by [th]e warr[an]t,444,4,8
1253,V1253,tr,36r,1642-11-11,,more for allowance of himself & other officers by another warr[an]t,88,6,8
1254,V1254,tr,36r,1642-11-11,68,p[ai]d Captaine Robert Turner for 1/2 a monthes pay to begin the 29 [Octo]bre for himself & officers & 48 dragoones,83,6,0
1255,V1255,tr,36r,1642-11-11,123,p[ai]d sergeant major Melvian sergeant major of horse beinge on of the scot[es] offic[er]s latelie intertaind in the service for one mo[nths] pay as sergeant major & captaine,71,8,0
1256,V1256,tr,36r,1642-11-11,14,p[ai]d m[aste]r James nalton Chaplaine to Coll[onel] Grantham for a mo[nths] pay,12,2,8
1257,V1257,close table,36r,1642-11-11,,ex[amined],232140,12,8
1258,V1258,pb,36v,1642-11-11,,36v,,,
1259,V1259,table (single row),36v,1642-11-11,,Sommeth [th]e paym[entes] on the other side,232140,12,8
1260,V1260,head,36v,1642-11-11,,11 november [1642],,,
1261,V1261,open table,36v,1642-11-11,69,p[ai]d the Earle of Peeterborrough for entertainm[en]t of his troope of 60 harque[busiers] for 14 days from [th]e 10 present,105,-,-
1262,V1262,tr,36v,1642-11-11,69,more for levy monie of 600 fierlock[es] 300l & for drums halbert[es] colours & partisans,340,-,-
1263,V1263,tr,36v,1642-11-11,69,more for 2 chaplains of the traine of Artiglery,40,-,-
1264,V1264,tr,36v,1642-11-11,5,p[ai]d m[aste]r Marshall Chaplaine to his excell[ency] for 6 week[es] pay for himself & his mann,18,4,-
1265,V1265,tr,36v,1642-11-11,15,p[ai]d Richard Thurston surgeon to Collonel Goodwines reg[imen]t for his & his mat[es] pay uppon acc[oun]tt,29,-,-
1266,V1266,tr,36v,1642-11-11,7,p[ai]d the lord wharton for a mo[nths] pay for the officers of his reg[imen]t,422,16,-
1267,V1267,tr,36v,1642-11-11,75,p[ai]d S[i]r John Meldrom Collonel of a reg[imen]t of foot uppon acc[oun]t by way of imprest,400,-,-
1268,V1268,tr,36v,1642-11-11,114,p[ai]d S[i]r Thomas Sand[er]s for 1/2 mo[nths] pay for his troop,174,13,-
1269,V1269,tr,36v,1642-11-11,116,p[ai]d Henry Roe Captain of 200 pion[eer]s uppon acc[oun]t,30,-,-
1270,V1270,tr,36v,1642-11-11,116,p[ai]d Capt[ain] Edward Frodsham the like,30,-,-
1271,V1271,tr,36v,1642-11-11,116,p[ai]d Captaine John Duncan [th]e like,25,-,-
1272,V1272,tr,36v,1642-11-11,67,p[ai]d leifften[an]t Thomas lawrence [^for^] pay of severall officers in a compa[ny] of dragoon[er]s under Captain devoreux,16,16,-
1273,V1273,tr,36v,1642-11-11,30,p[ai]d Collonel Ballard for his pay at 40s a day from the x [Octo]bre to [th]e 11 novemb[e]r,64,-,-
1274,V1274,tr,36v,1642-11-11,123,p[ai]d Francis martin sergeant major G[enera]ll of a brigade for 32 days pay ending the 11 present at 10s p[er] diem,16,0,0
1275,V1275,tr,36v,1642-11-11,64,p[ai]d m[aste]r w[illia]m Ben Chaplaine to my lord of Bedford[es] reg[imen]t of horse for his & his servant[es] pay provision of necessaries & wagon,82,9,-
1276,V1276,tr,36v,1642-11-11,124,p[ai]d sergeant major Bellye sergeant major wood & Captaine waddall 3 scot[es] officers latelie intertaind,88,-,-
1277,V1277,tr,36v,1642-11-11,21,p[ai]d S[i]r w[illia]m Fairfax toward[es] the paym[en]t of his reg[imen]t,300,-,-
1278,V1278,tr,36v,1642-11-11,109,p[ai]d Lionel Coply Comissary g[enera]ll of the musters for 3 mo[nths] pay for himself & officers,126,0,0
1279,V1279,tr,36v,1642-11-11,15,p[ai]d Collonel Arthur Goodwine for a whole mo[nths] pay for himself as collonel at 30s p[er] diem,42,-,-
1280,V1280,tr,36v,1642-11-11,120,p[ai]d S[i]r John norwich by way of imprest for his troop 200. & toward[es] the pay of 3 compa[ny] of dragoon[er]s wherof he is Collonell 200,400,-,-
1281,V1281,tr,36v,1642-11-11,64,p[ai]d Hugh ward surgeon to the Earle of Bedford for his pay to the 11 [Novem]bre,25,10,-
1282,V1282,close table,36v,1642-11-11,,,234916,0,8
1283,V1283,pb,37r,1642-11-11,,37r,,,
1284,V1284,table (single row),37r,1642-11-11,,Sommeth the paym[entes] on the other side,234916,0,8
1285,V1285,head,37r,1642-11-11,,November 11 [1642],,,
1286,V1286,open table,37r,1642-11-11,65,p[ai]d S[i]r Edward Dodsworth Comissary g[enera]ll of the musters for horse for a mo[nths] pay ending 22 [Octo]bre & deputys,35,-,-
1287,V1287,tr,37r,1642-11-11,,more for another mo[nths] pay endinge 18 [Novem]bre,35,-,-
1288,V1288,close table,37r,1642-11-11,8,p[ai]d James Bricknell surgeon to S[i]r w[illia]m walers Reg[imen]t of horse for his pay & severall allowances to the 12 [Novem]bre,90,11,0
1289,V1289,head,37r,1642-11-12,,12 [November 1642],,,
1290,V1290,open table,37r,1642-11-12,19,p[ai]d Mathew Broad surgeon to [th]e traine of Artigliry for furnishing his chest & other occations,55,8,-
1291,V1291,tr,37r,1642-11-12,31,p[ai]d James Senior provost marshall g[enera]ll of the foot for 1/2 a mo[nths] pay for himself and officers,46,11,-
1292,V1292,tr,37r,1642-11-12,124,p[ai]d Sergeant major neal for an arrear of pay due to himself,61,1,4
1293,V1293,tr,37r,1642-11-12,75,p[ai]d S[i]r John meldrom for guift monie of 400 sold[ier]s of his reg[imen]t,50,0,0
1294,V1294,tr,37r,1642-11-12,125,p[ai]d Phillip Cotton provost marshall to Coll[onel] midletons reg[imen]t of dragooners for pay,3,10,-
1295,V1295,tr,37r,1642-11-12,,p[ai]d Richard Grevill quartermaster to the said reg[imen]t,3,10,-
1296,V1296,tr,37r,1642-11-12,125,p[ai]d Collonel Georg mill for pay and entertainm[en]t as Collonel of a reg[imen]t of Foot to commence the 1 [Octo]bre last,42,-,-
1297,V1297,tr,37r,1642-11-12,111,p[ai]d for guiftmonie of 518 foot in my lord Rochford[es] regiment,64,15,0
1298,V1298,tr,37r,1642-11-12,125,p[ai]d S[i]r John midleton by way of imprest for that Reg[imen]t that was my lord Fildings,200,0,0
1299,V1299,tr,37r,1642-11-12,126,p[ai]d m[aste]r John Coply uppon acc[oun]t for providing musket & Carabin Arrowes charges & quivers,20,0,0
1300,V1300,tr,37r,1642-11-12,46,p[ai]d S[i]r w[illia]m Constable for guift monie of 450 foot of his regim[en]t,56,5,
1301,V1301,tr,37r,1642-11-12,126,p[ai]d Capt[ain] Cannon for providinge of Bullet bostard musket Carabin & musket shot,50,-,-
1302,V1302,tr,37r,1642-11-12,11,p[ai]d sergeant major Gunter for 1/2 a mo[nths] pay of his troope,174,10,-
1303,V1303,tr,37r,1642-11-12,11,more for on whole month for himself as sergeant major to begine 29 [Octo]bre,16,16,-
1304,V1304,tr,37r,1642-11-12,,p[ai]d Roger Barwicke Carter for hier of his Cart & 4 horses at 14s p[er] diem for 42 days,23,9,9
1305,V1305,tr,37r,1642-11-12,,p[ai]d Thomas Robinson wagoner for 60 dayes besid[es] 12l.3s alredy rec[eive]d,29,17,0
1306,V1306,tr,37r,1642-11-12,,p[ai]d Henry Hempson for 47 days,18,8,-
1307,V1307,tr,37r,1642-11-12,19,p[ai]d Robert Helliard wagoner to [th]e traine of Artigliry for part of his pay for 8 week[es] 4 days,38,19,-
1308,V1308,tr,37r,1642-11-12,,p[ai]d John Little page Carter for part of his pay for 9 week[es] 2 days for his cart & horses,26,19,
1309,V1309,tr,37r,1642-11-12,,p[ai]d Henry horn besid[es] 15l.10s by him rec[eive]d for 41 daies pay,25,20,-
1310,V1310,close table,37r,1642-11-12,,,236084,0,9
1311,V1311,pb,37v,1642-11-12,,37v,,,
1312,V1312,table (single row),37v,1642-11-12,,Sommeth [th]e paym[entes] on the other side,236084,0,9
1313,V1313,head,37v,1642-11-12,,12 novemb[e]r 1642,,,
1314,V1314,open table,37v,1642-11-12,,p[ai]d Richard Johnson Carter for his teame & 4 horses for 9 dayes,5,8,-
1315,V1315,close table,37v,1642-11-12,,"p[ai]d John Bruce, Thomas Robert[es] & John Kent Carters for hier of ther severall teams 21 days each",26,7,-
